Default Report
Last Modified: 2019-04-06 12:27:44 MDT


Qintro4 - What division of Spec are you in?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,What division of Spec are you in?,1.00,1.00,1.00,0.00,0.00,71

#,Answer,%,Count
7,Ashante,0.00%,0
8,Asl,0.00%,0
9,Assyrian,0.00%,0
10,Azerbaijani,0.00%,0
11,Azeri,0.00%,0
12,Bajuni,0.00%,0
13,Basque,0.00%,0
14,Behdini,0.00%,0
15,Belorussian,0.00%,0
16,Bengali,1.52%,1
17,Berber,0.00%,0
18,Bosnian,1.52%,1
19,Bravanese,0.00%,0
20,Bulgarian,0.00%,0
21,Burmese,0.00%,0
22,Cakchiquel,0.00%,0
23,Cambodian,0.00%,0
24,Cantonese,1.52%,1
25,Catalan,0.00%,0
26,Chaldean,0.00%,0
27,Chamorro,0.00%,0
28,Chao-chow,0.00%,0
29,Chavacano,0.00%,0
30,Chin,0.00%,0
31,Chuukese,0.00%,0
32,Cree,0.00%,0
33,Croatian,0.00%,0
34,Czech,0.00%,0
35,Dakota,0.00%,0
36,Danish,0.00%,0
37,Dari,0.00%,0
38,Dinka,0.00%,0
39,Diula,0.00%,0
40,Dutch,0.00%,0
41,Edo,0.00%,0
42,English,60.61%,40
43,Estonian,0.00%,0
44,Ewe,0.00%,0
45,Fante,0.00%,0
46,Farsi,0.00%,0
47,Fijian Hindi,0.00%,0
48,Finnish,0.00%,0
49,Flemish,0.00%,0
50,French,3.03%,2
51,French Canadian,0.00%,0
52,Fukienese,0.00%,0
53,Fula,0.00%,0
54,Fulani,0.00%,0
55,Fuzhou,0.00%,0
56,Ga,0.00%,0
57,Gaddang,0.00%,0
58,Gaelic,0.00%,0
59,Gaelic-irish,0.00%,0
60,Gaelic-scottish,0.00%,0
61,Georgian,0.00%,0
62,German,0.00%,0
63,Gorani,0.00%,0
64,Greek,0.00%,0
65,Gujarati,0.00%,0
66,Haitian Creole,0.00%,0
67,Hakka,0.00%,0
68,Hakka-chinese,0.00%,0
69,Hausa,0.00%,0
70,Hebrew,0.00%,0
71,Hindi,0.00%,0
72,Hmong,0.00%,0
73,Hungarian,0.00%,0
74,Ibanag,0.00%,0
75,Ibo,0.00%,0
76,Icelandic,0.00%,0
77,Igbo,0.00%,0
78,Ilocano,0.00%,0
79,Indonesian,0.00%,0
80,Inuktitut,0.00%,0
81,Italian,0.00%,0
82,Jakartanese,0.00%,0
83,Japanese,0.00%,0
84,Javanese,0.00%,0
85,Kanjobal,0.00%,0
86,Karen,0.00%,0
87,Karenni,0.00%,0
88,Kashmiri,0.00%,0
89,Kazakh,0.00%,0
90,Kikuyu,0.00%,0
91,Kinyarwanda,0.00%,0
92,Kirundi,0.00%,0
93,Korean,1.52%,1
94,Kosovan,0.00%,0
95,Kotokoli,0.00%,0
96,Krio,0.00%,0
97,Kurdish,0.00%,0
98,Kurmanji,0.00%,0
99,Kyrgyz,0.00%,0
100,Lakota,0.00%,0
101,Laotian,0.00%,0
102,Latvian,0.00%,0
103,Lingala,0.00%,0
104,Lithuanian,0.00%,0
105,Luganda,0.00%,0
106,Luo,0.00%,0
107,Maay,0.00%,0
108,Macedonian,0.00%,0
109,Malay,0.00%,0
110,Malayalam,0.00%,0
111,Maltese,0.00%,0
112,Mandarin,18.18%,12
113,Mandingo,0.00%,0
114,Mandinka,0.00%,0
115,Marathi,0.00%,0
116,Marshallese,0.00%,0
117,Mien,0.00%,0
118,Mina,0.00%,0
119,Mirpuri,0.00%,0
120,Mixteco,0.00%,0
121,Moldavan,0.00%,0
122,Mongolian,0.00%,0
123,Montenegrin,0.00%,0
124,Navajo,0.00%,0
125,Neapolitan,0.00%,0
126,Nepali,0.00%,0
127,Nigerian Pidgin,0.00%,0
128,Norwegian,0.00%,0
129,Oromo,0.00%,0
130,Pahari,0.00%,0
131,Papago,0.00%,0
132,Papiamento,0.00%,0
133,Pashto,0.00%,0
134,Patois,0.00%,0
135,Pidgin English,0.00%,0
136,Polish,0.00%,0
137,Portug.creole,0.00%,0
138,Portuguese,0.00%,0
139,Pothwari,0.00%,0
140,Pulaar,0.00%,0
141,Punjabi,0.00%,0
142,Putian,0.00%,0
143,Quichua,0.00%,0
144,Romanian,0.00%,0
145,Russian,0.00%,0
146,Samoan,0.00%,0
147,Serbian,0.00%,0
148,Shanghainese,0.00%,0
149,Shona,0.00%,0
150,Sichuan,0.00%,0
151,Sicilian,0.00%,0
152,Sinhalese,0.00%,0
153,Slovak,0.00%,0
154,Somali,0.00%,0
155,Sorani,0.00%,0
156,Spanish,7.58%,5
157,Sudanese Arabic,0.00%,0
158,Sundanese,0.00%,0
159,Susu,0.00%,0
160,Swahili,0.00%,0
161,Swedish,0.00%,0
162,Sylhetti,0.00%,0
163,Tagalog,0.00%,0
164,Taiwanese,0.00%,0
165,Tajik,0.00%,0
166,Tamil,0.00%,0
167,Telugu,0.00%,0
168,Thai,0.00%,0
169,Tibetan,0.00%,0
170,Tigre,0.00%,0
171,Tigrinya,0.00%,0
172,Toishanese,0.00%,0
173,Tongan,0.00%,0
174,Toucouleur,0.00%,0
175,Trique,0.00%,0
176,Tshiluba,0.00%,0
177,Turkish,1.52%,1
178,Twi,0.00%,0
179,Ukrainian,0.00%,0
180,Urdu,1.52%,1
181,Uyghur,0.00%,0
182,Uzbek,0.00%,0
183,Vietnamese,0.00%,0
184,Visayan,0.00%,0
185,Welsh,0.00%,0
186,Wolof,0.00%,0
187,Yiddish,0.00%,0
188,Yoruba,0.00%,0
189,Yupik,0.00%,0
,Total,100%,66

Q18 - What is the second language that you learned to speak fluently?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,What is the second language that you learned to speak fluently?,24.00,168.00,69.45,40.06,1604.44,42

#,Answer,%,Count
1,Acholi,0.00%,0
2,Afrikaans,0.00%,0
3,Akan,0.00%,0
4,Albanian,0.00%,0
5,Amharic,0.00%,0
6,Arabic,0.00%,0
7,Ashante,0.00%,0
8,Asl,0.00%,0
9,Assyrian,0.00%,0
10,Azerbaijani,0.00%,0
11,Azeri,0.00%,0
12,Bajuni,0.00%,0
13,Basque,0.00%,0
14,Behdini,0.00%,0
15,Belorussian,0.00%,0
16,Bengali,0.00%,0
17,Berber,0.00%,0
18,Bosnian,0.00%,0
19,Bravanese,0.00%,0
20,Bulgarian,0.00%,0
21,Burmese,0.00%,0
22,Cakchiquel,0.00%,0
23,Cambodian,0.00%,0
24,Cantonese,2.38%,1
25,Catalan,0.00%,0
26,Chaldean,0.00%,0
27,Chamorro,0.00%,0
28,Chao-chow,0.00%,0
29,Chavacano,0.00%,0
30,Chin,0.00%,0
31,Chuukese,0.00%,0
32,Cree,0.00%,0
33,Croatian,0.00%,0
34,Czech,0.00%,0
35,Dakota,0.00%,0
36,Danish,0.00%,0
37,Dari,0.00%,0
38,Dinka,0.00%,0
39,Diula,0.00%,0
40,Dutch,0.00%,0
41,Edo,0.00%,0
42,English,59.52%,25
43,Estonian,0.00%,0
44,Ewe,0.00%,0
45,Fante,0.00%,0
46,Farsi,2.38%,1
47,Fijian Hindi,0.00%,0
48,Finnish,0.00%,0
49,Flemish,0.00%,0
50,French,0.00%,0
51,French Canadian,0.00%,0
52,Fukienese,0.00%,0
53,Fula,0.00%,0
54,Fulani,0.00%,0
55,Fuzhou,0.00%,0
56,Ga,0.00%,0
57,Gaddang,0.00%,0
58,Gaelic,0.00%,0
59,Gaelic-irish,0.00%,0
60,Gaelic-scottish,0.00%,0
61,Georgian,0.00%,0
62,German,0.00%,0
63,Gorani,0.00%,0
64,Greek,0.00%,0
65,Gujarati,0.00%,0
66,Haitian Creole,0.00%,0
67,Hakka,0.00%,0
68,Hakka-chinese,0.00%,0
69,Hausa,0.00%,0
70,Hebrew,0.00%,0
71,Hindi,0.00%,0
72,Hmong,0.00%,0
73,Hungarian,0.00%,0
74,Ibanag,0.00%,0
75,Ibo,0.00%,0
76,Icelandic,0.00%,0
77,Igbo,0.00%,0
78,Ilocano,0.00%,0
79,Indonesian,0.00%,0
80,Inuktitut,0.00%,0
81,Italian,0.00%,0
82,Jakartanese,0.00%,0
83,Japanese,0.00%,0
84,Javanese,0.00%,0
85,Kanjobal,0.00%,0
86,Karen,0.00%,0
87,Karenni,0.00%,0
88,Kashmiri,0.00%,0
89,Kazakh,0.00%,0
90,Kikuyu,0.00%,0
91,Kinyarwanda,0.00%,0
92,Kirundi,0.00%,0
93,Korean,4.76%,2
94,Kosovan,0.00%,0
95,Kotokoli,0.00%,0
96,Krio,0.00%,0
97,Kurdish,0.00%,0
98,Kurmanji,0.00%,0
99,Kyrgyz,0.00%,0
100,Lakota,0.00%,0
101,Laotian,0.00%,0
102,Latvian,0.00%,0
103,Lingala,0.00%,0
104,Lithuanian,0.00%,0
105,Luganda,0.00%,0
106,Luo,0.00%,0
107,Maay,0.00%,0
108,Macedonian,0.00%,0
109,Malay,0.00%,0
110,Malayalam,0.00%,0
111,Maltese,0.00%,0
112,Mandarin,23.81%,10
113,Mandingo,0.00%,0
114,Mandinka,0.00%,0
115,Marathi,0.00%,0
116,Marshallese,0.00%,0
117,Mien,0.00%,0
118,Mina,0.00%,0
119,Mirpuri,0.00%,0
120,Mixteco,0.00%,0
121,Moldavan,0.00%,0
122,Mongolian,0.00%,0
123,Montenegrin,0.00%,0
124,Navajo,0.00%,0
125,Neapolitan,0.00%,0
126,Nepali,0.00%,0
127,Nigerian Pidgin,0.00%,0
128,Norwegian,0.00%,0
129,Oromo,0.00%,0
130,Pahari,0.00%,0
131,Papago,0.00%,0
132,Papiamento,0.00%,0
133,Pashto,0.00%,0
134,Patois,0.00%,0
135,Pidgin English,0.00%,0
136,Polish,0.00%,0
137,Portug.creole,0.00%,0
138,Portuguese,0.00%,0
139,Pothwari,0.00%,0
140,Pulaar,0.00%,0
141,Punjabi,0.00%,0
142,Putian,0.00%,0
143,Quichua,0.00%,0
144,Romanian,0.00%,0
145,Russian,0.00%,0
146,Samoan,0.00%,0
147,Serbian,0.00%,0
148,Shanghainese,0.00%,0
149,Shona,0.00%,0
150,Sichuan,0.00%,0
151,Sicilian,0.00%,0
152,Sinhalese,0.00%,0
153,Slovak,0.00%,0
154,Somali,0.00%,0
155,Sorani,0.00%,0
156,Spanish,2.38%,1
157,Sudanese Arabic,0.00%,0
158,Sundanese,0.00%,0
159,Susu,0.00%,0
160,Swahili,0.00%,0
161,Swedish,0.00%,0
162,Sylhetti,0.00%,0
163,Tagalog,0.00%,0
164,Taiwanese,0.00%,0
165,Tajik,0.00%,0
166,Tamil,0.00%,0
167,Telugu,2.38%,1
168,Thai,2.38%,1
169,Tibetan,0.00%,0
170,Tigre,0.00%,0
171,Tigrinya,0.00%,0
172,Toishanese,0.00%,0
173,Tongan,0.00%,0
174,Toucouleur,0.00%,0
175,Trique,0.00%,0
176,Tshiluba,0.00%,0
177,Turkish,0.00%,0
178,Twi,0.00%,0
179,Ukrainian,0.00%,0
180,Urdu,0.00%,0
181,Uyghur,0.00%,0
182,Uzbek,0.00%,0
183,Vietnamese,0.00%,0
184,Visayan,0.00%,0
185,Welsh,0.00%,0
186,Wolof,0.00%,0
187,Yiddish,0.00%,0
188,Yoruba,0.00%,0
189,Yupik,0.00%,0
,Total,100%,42

Q19 - What is the third language that you speak fluently?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,What is the third language that you speak fluently?,42.00,156.00,93.38,41.19,1696.48,8

#,Answer,%,Count
1,Acholi,0.00%,0
2,Afrikaans,0.00%,0
3,Akan,0.00%,0
4,Albanian,0.00%,0
5,Amharic,0.00%,0
6,Arabic,0.00%,0
7,Ashante,0.00%,0
8,Asl,0.00%,0
9,Assyrian,0.00%,0
10,Azerbaijani,0.00%,0
11,Azeri,0.00%,0
12,Bajuni,0.00%,0
13,Basque,0.00%,0
14,Behdini,0.00%,0
15,Belorussian,0.00%,0
16,Bengali,0.00%,0
17,Berber,0.00%,0
18,Bosnian,0.00%,0
19,Bravanese,0.00%,0
20,Bulgarian,0.00%,0
21,Burmese,0.00%,0
22,Cakchiquel,0.00%,0
23,Cambodian,0.00%,0
24,Cantonese,0.00%,0
25,Catalan,0.00%,0
26,Chaldean,0.00%,0
27,Chamorro,0.00%,0
28,Chao-chow,0.00%,0
29,Chavacano,0.00%,0
30,Chin,0.00%,0
31,Chuukese,0.00%,0
32,Cree,0.00%,0
33,Croatian,0.00%,0
34,Czech,0.00%,0
35,Dakota,0.00%,0
36,Danish,0.00%,0
37,Dari,0.00%,0
38,Dinka,0.00%,0
39,Diula,0.00%,0
40,Dutch,0.00%,0
41,Edo,0.00%,0
42,English,12.50%,1
43,Estonian,0.00%,0
44,Ewe,0.00%,0
45,Fante,0.00%,0
46,Farsi,0.00%,0
47,Fijian Hindi,0.00%,0
48,Finnish,0.00%,0
49,Flemish,0.00%,0
50,French,12.50%,1
51,French Canadian,0.00%,0
52,Fukienese,0.00%,0
53,Fula,0.00%,0
54,Fulani,0.00%,0
55,Fuzhou,0.00%,0
56,Ga,0.00%,0
57,Gaddang,0.00%,0
58,Gaelic,0.00%,0
59,Gaelic-irish,0.00%,0
60,Gaelic-scottish,0.00%,0
61,Georgian,0.00%,0
62,German,0.00%,0
63,Gorani,0.00%,0
64,Greek,0.00%,0
65,Gujarati,0.00%,0
66,Haitian Creole,0.00%,0
67,Hakka,0.00%,0
68,Hakka-chinese,0.00%,0
69,Hausa,0.00%,0
70,Hebrew,0.00%,0
71,Hindi,12.50%,1
72,Hmong,0.00%,0
73,Hungarian,0.00%,0
74,Ibanag,0.00%,0
75,Ibo,0.00%,0
76,Icelandic,0.00%,0
77,Igbo,0.00%,0
78,Ilocano,0.00%,0
79,Indonesian,12.50%,1
80,Inuktitut,0.00%,0
81,Italian,12.50%,1
82,Jakartanese,0.00%,0
83,Japanese,0.00%,0
84,Javanese,0.00%,0
85,Kanjobal,0.00%,0
86,Karen,0.00%,0
87,Karenni,0.00%,0
88,Kashmiri,0.00%,0
89,Kazakh,0.00%,0
90,Kikuyu,0.00%,0
91,Kinyarwanda,0.00%,0
92,Kirundi,0.00%,0
93,Korean,0.00%,0
94,Kosovan,0.00%,0
95,Kotokoli,0.00%,0
96,Krio,0.00%,0
97,Kurdish,0.00%,0
98,Kurmanji,0.00%,0
99,Kyrgyz,0.00%,0
100,Lakota,0.00%,0
101,Laotian,0.00%,0
102,Latvian,0.00%,0
103,Lingala,0.00%,0
104,Lithuanian,0.00%,0
105,Luganda,0.00%,0
106,Luo,0.00%,0
107,Maay,0.00%,0
108,Macedonian,0.00%,0
109,Malay,0.00%,0
110,Malayalam,0.00%,0
111,Maltese,0.00%,0
112,Mandarin,12.50%,1
113,Mandingo,0.00%,0
114,Mandinka,0.00%,0
115,Marathi,0.00%,0
116,Marshallese,0.00%,0
117,Mien,0.00%,0
118,Mina,0.00%,0
119,Mirpuri,0.00%,0
120,Mixteco,0.00%,0
121,Moldavan,0.00%,0
122,Mongolian,0.00%,0
123,Montenegrin,0.00%,0
124,Navajo,0.00%,0
125,Neapolitan,0.00%,0
126,Nepali,0.00%,0
127,Nigerian Pidgin,0.00%,0
128,Norwegian,0.00%,0
129,Oromo,0.00%,0
130,Pahari,0.00%,0
131,Papago,0.00%,0
132,Papiamento,0.00%,0
133,Pashto,0.00%,0
134,Patois,0.00%,0
135,Pidgin English,0.00%,0
136,Polish,0.00%,0
137,Portug.creole,0.00%,0
138,Portuguese,0.00%,0
139,Pothwari,0.00%,0
140,Pulaar,0.00%,0
141,Punjabi,0.00%,0
142,Putian,0.00%,0
143,Quichua,0.00%,0
144,Romanian,0.00%,0
145,Russian,0.00%,0
146,Samoan,0.00%,0
147,Serbian,0.00%,0
148,Shanghainese,0.00%,0
149,Shona,0.00%,0
150,Sichuan,0.00%,0
151,Sicilian,0.00%,0
152,Sinhalese,0.00%,0
153,Slovak,0.00%,0
154,Somali,0.00%,0
155,Sorani,0.00%,0
156,Spanish,25.00%,2
157,Sudanese Arabic,0.00%,0
158,Sundanese,0.00%,0
159,Susu,0.00%,0
160,Swahili,0.00%,0
161,Swedish,0.00%,0
162,Sylhetti,0.00%,0
163,Tagalog,0.00%,0
164,Taiwanese,0.00%,0
165,Tajik,0.00%,0
166,Tamil,0.00%,0
167,Telugu,0.00%,0
168,Thai,0.00%,0
169,Tibetan,0.00%,0
170,Tigre,0.00%,0
171,Tigrinya,0.00%,0
172,Toishanese,0.00%,0
173,Tongan,0.00%,0
174,Toucouleur,0.00%,0
175,Trique,0.00%,0
176,Tshiluba,0.00%,0
177,Turkish,0.00%,0
178,Twi,0.00%,0
179,Ukrainian,0.00%,0
180,Urdu,0.00%,0
181,Uyghur,0.00%,0
182,Uzbek,0.00%,0
183,Vietnamese,0.00%,0
184,Visayan,0.00%,0
185,Welsh,0.00%,0
186,Wolof,0.00%,0
187,Yiddish,0.00%,0
188,Yoruba,0.00%,0
189,Yupik,0.00%,0
,Total,100%,8

Q20 - Are you a low-income student?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,Are you a low-income student? - Selected Choice,1.00,4.00,1.81,0.50,0.25,64

#,Answer,%,Count
1,Yes,21.88%,14
2,No,76.56%,49
3,Prefer not to say,0.00%,0
4,Other,1.56%,1
,Total,100%,64

Q20_4_TEXT - Other
Other - Text
Kinda

Q21 - Are you a first generation college student? (i.e. first in your family to attend college)
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,Are you a first generation college student? (i.e. first in your family to attend college) - Selected Choice,1.00,2.00,1.91,0.29,0.08,65

#,Answer,%,Count
1,Yes,9.23%,6
2,No,90.77%,59
3,Prefer not to say,0.00%,0
4,Other,0.00%,0
,Total,100%,65

Q21_4_TEXT - Other
Other - Text

Q22 - Do you receive a work-study allocation in your financial aid package?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,Do you receive a work-study allocation in your financial aid package?,1.00,5.00,2.71,1.33,1.78,65

#,Answer,%,Count
1,"Yes, Federal Work-Study",30.77%,20
2,"Yes, Campus Job",12.31%,8
3,No work allocation,15.38%,10
4,Not on financial aid,38.46%,25
5,Prefer not to say,3.08%,2
,Total,100%,65

Q23 - Do you have any jobs outside of Spectator?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,Do you have any jobs outside of Spectator?,1.00,6.00,4.62,2.12,4.48,65

#,Answer,%,Count
1,"Yes, on campus",18.46%,12
2,"Yes, off campus",10.77%,7
6,No,69.23%,45
4,Prefer not to say,1.54%,1
,Total,100%,65

Q24 - Are you employed by Spectator's Work Study Program?
#,Field,Minimum,Maximum,Mean,Std Deviation,Variance,Count
1,Are you employed by Spectator's Work Study Program?,1.00,3.00,1.50,0.87,0.75,28

#,Answer,%,Count
1,Yes,75.00%,21
3,No,25.00%,7
,Total,100%,28
